Freq[#], X[m], Y[m], V[m], Z[m], Log(Abs)[*], Log(Im)[*], Log(Re)[*], Phase[*], Con[mS/m], Ro[Om*m], PPM, Lat[*], Lon[*], GNSS altitude, UTC
6, 4.579, 33.688, 33.998, -6.42857, 1.67087e-06, 9.80835e-07, -1.35269e-06, -35.9459, 50.9646, 19.6215, 2875.98, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
7, 4.579, 33.688, 33.998, -5.71429, 2.47932e-06, 1.27717e-06, -2.12505e-06, -31.0061, 50.0816, 19.9674, 4288.77, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
8, 4.579, 33.688, 33.998, -5, 3.51959e-06, 2.05204e-06, -2.85949e-06, -35.6641, 44.8805, 22.2814, 6011.78, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
9, 4.579, 33.688, 33.998, -4.28571, 5.51396e-06, 3.2248e-06, -4.47262e-06, -35.792, 41.8922, 23.8708, 9529.46, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
10, 4.579, 33.688, 33.998, -3.57143, 9.13845e-06, 5.4057e-06, -7.36816e-06, -36.2659, 37.8735, 26.4037, 15893.5, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
11, 4.579, 33.688, 33.998, -2.85714, 1.60854e-05, 1.02689e-05, -1.2381e-05, -39.6726, 33.2144, 30.1074, 28415.3, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
12, 4.579, 33.688, 33.998, -2.14286, 3.09092e-05, 2.1849e-05, -2.18631e-05, -44.9815, 27.4023, 36.4933, 55827.5, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
13, 4.579, 33.688, 33.998, -1.42857, 6.25096e-05, 5.30087e-05, -3.31288e-05, -57.9959, 20.7677, 48.1517, 127996, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
14, 4.579, 33.688, 33.998, -0.714286, 0.00014405, 0.000135633, -4.8518e-05, -70.3172, 15.3256, 65.2501, 328236, 46.54891797, 40.29344987, 0, 2021.07.23 11:36:37:867
1, 4.976, 39.331, 39.645, -10, 1.63079e-07, 1.27546e-07, -1.01621e-07, -51.4542, 81.7752, 12.2286, 313.418, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
2, 4.976, 39.331, 39.645, -9.28571, 2.31607e-07, 1.77416e-07, -1.4888e-07, -49.9979, 75.1678, 13.3036, 427.329, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
3, 4.976, 39.331, 39.645, -8.57143, 3.36061e-07, 2.18611e-07, -2.55238e-07, -40.58, 67.4217, 14.832, 607.688, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
4, 4.976, 39.331, 39.645, -7.85714, 5.2561e-07, 3.16541e-07, -4.19605e-07, -37.0301, 61.3256, 16.3064, 928.493, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
5, 4.976, 39.331, 39.645, -7.14286, 8.83033e-07, 5.24058e-07, -7.10712e-07, -36.404, 55.9765, 17.8647, 1539.03, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
6, 4.976, 39.331, 39.645, -6.42857, 1.66231e-06, 9.85992e-07, -1.33832e-06, -36.3806, 50.7059, 19.7216, 2861.48, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
7, 4.976, 39.331, 39.645, -5.71429, 2.46818e-06, 1.27669e-06, -2.11234e-06, -31.1485, 49.8591, 20.0565, 4267.92, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
8, 4.976, 39.331, 39.645, -5, 3.51721e-06, 2.07578e-06, -2.83935e-06, -36.1697, 44.8506, 22.2962, 6006.76, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
9, 4.976, 39.331, 39.645, -4.28571, 5.44556e-06, 3.17243e-06, -4.42604e-06, -35.6316, 41.3803, 24.1661, 9408.63, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
10, 4.976, 39.331, 39.645, -3.57143, 9.03554e-06, 5.40722e-06, -7.23899e-06, -36.7582, 37.4548, 26.6988, 15714.9, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
11, 4.976, 39.331, 39.645, -2.85714, 1.59831e-05, 1.01427e-05, -1.23526e-05, -39.3893, 33.0081, 30.2956, 28231.4, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
12, 4.976, 39.331, 39.645, -2.14286, 3.06971e-05, 2.17096e-05, -2.17026e-05, -45.0093, 27.2197, 36.738, 55393.3, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
13, 4.976, 39.331, 39.645, -1.42857, 6.17482e-05, 5.21428e-05, -3.30752e-05, -57.6122, 20.5242, 48.7229, 126421, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
14, 4.976, 39.331, 39.645, -0.714286, 0.000145733, 0.000137468, -4.83804e-05, -70.611, 15.4943, 64.5397, 332349, 46.54896871, 40.29345506, 0, 2021.07.23 11:36:39:618
1, 5.412, 45.007, 45.331, -10, 1.73647e-07, 1.422e-07, -9.96621e-08, -54.975, 87.0532, 11.4872, 333.59, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
2, 5.412, 45.007, 45.331, -9.28571, 2.28835e-07, 1.76579e-07, -1.45552e-07, -50.5017, 74.272, 13.464, 421.813, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
3, 5.412, 45.007, 45.331, -8.57143, 3.3386e-07, 2.25474e-07, -2.46219e-07, -42.4817, 66.9821, 14.9294, 603.689, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
4, 5.412, 45.007, 45.331, -7.85714, 5.05989e-07, 3.21554e-07, -3.90676e-07, -39.4568, 59.049, 16.9351, 893.905, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
5, 5.412, 45.007, 45.331, -7.14286, 8.80135e-07, 5.33687e-07, -6.99869e-07, -37.3275, 55.7941, 17.9231, 1534, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
6, 5.412, 45.007, 45.331, -6.42857, 1.61851e-06, 9.71805e-07, -1.29429e-06, -36.9008, 49.382, 20.2503, 2785.76, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
7, 5.412, 45.007, 45.331, -5.71429, 2.35459e-06, 1.25488e-06, -1.99232e-06, -32.2051, 47.5888, 21.0133, 4069.85, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
8, 5.412, 45.007, 45.331, -5, 3.35593e-06, 2.02407e-06, -2.67683e-06, -37.0945, 42.8188, 23.3543, 5727.5, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
9, 5.412, 45.007, 45.331, -4.28571, 5.1958e-06, 3.1305e-06, -4.14684e-06, -37.0496, 39.5098, 25.3102, 8985.32, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
10, 5.412, 45.007, 45.331, -3.57143, 8.51273e-06, 5.22229e-06, -6.72267e-06, -37.8407, 35.3251, 28.3085, 14812.2, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
11, 5.412, 45.007, 45.331, -2.85714, 1.49114e-05, 9.69994e-06, -1.13252e-05, -40.5797, 30.8424, 32.4229, 26338.1, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
12, 5.412, 45.007, 45.331, -2.14286, 2.84714e-05, 2.06273e-05, -1.96248e-05, -46.4267, 25.2995, 39.5265, 51429.1, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
13, 5.412, 45.007, 45.331, -1.42857, 5.68017e-05, 4.9554e-05, -2.77639e-05, -60.7392, 18.9373, 52.8058, 116325, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
14, 5.412, 45.007, 45.331, -0.714286, 0.000134347, 0.000130043, -3.37339e-05, -75.4576, 14.3486, 69.6931, 306322, 46.54901975, 40.29346077, 0, 2021.07.23 11:36:41:367
1, 5.666, 50.792, 51.107, -10, 1.58453e-07, 1.2936e-07, -9.15056e-08, -54.7255, 79.4638, 12.5843, 304.422, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
2, 5.666, 50.792, 51.107, -9.28571, 2.28389e-07, 1.80488e-07, -1.39949e-07, -52.2104, 74.1279, 13.4902, 420.998, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
3, 5.666, 50.792, 51.107, -8.57143, 3.26809e-07, 2.26078e-07, -2.35993e-07, -43.7708, 65.5742, 15.2499, 590.868, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
4, 5.666, 50.792, 51.107, -7.85714, 5.01198e-07, 3.23491e-07, -3.82823e-07, -40.1982, 58.493, 17.0961, 885.633, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
5, 5.666, 50.792, 51.107, -7.14286, 8.53681e-07, 5.25218e-07, -6.72991e-07, -37.9693, 54.1286, 18.4745, 1487.9, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
6, 5.666, 50.792, 51.107, -6.42857, 1.57396e-06, 9.67931e-07, -1.24115e-06, -37.9495, 48.0345, 20.8184, 2709.64, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
7, 5.666, 50.792, 51.107, -5.71429, 2.31087e-06, 1.23853e-06, -1.95094e-06, -32.409, 46.7145, 21.4066, 3995.25, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
8, 5.666, 50.792, 51.107, -5, 3.21998e-06, 1.96331e-06, -2.5522e-06, -37.5697, 41.1043, 24.3284, 5495.49, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
9, 5.666, 50.792, 51.107, -4.28571, 4.99389e-06, 3.01923e-06, -3.97784e-06, -37.199, 37.9957, 26.3188, 8634.5, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
10, 5.666, 50.792, 51.107, -3.57143, 8.29314e-06, 5.08676e-06, -6.54989e-06, -37.8335, 34.4293, 29.045, 14425.3, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
11, 5.666, 50.792, 51.107, -2.85714, 1.46395e-05, 9.43995e-06, -1.11894e-05, -40.1526, 30.292, 33.012, 25853.3, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
12, 5.666, 50.792, 51.107, -2.14286, 2.78995e-05, 1.99476e-05, -1.95058e-05, -45.6416, 24.8049, 40.3147, 50348, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
13, 5.666, 50.792, 51.107, -1.42857, 5.56337e-05, 4.80183e-05, -2.80956e-05, -59.668, 18.5613, 53.8757, 113924, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
14, 5.666, 50.792, 51.107, -0.714286, 0.000129172, 0.000123165, -3.89322e-05, -72.4584, 13.8247, 72.3342, 294635, 46.54907178, 40.29346409, 0, 2021.07.23 11:36:43:117
1, 6.115, 56.666, 56.995, -10, 1.6031e-07, 1.34154e-07, -8.77605e-08, -56.8082, 80.3916, 12.4391, 308.161, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
2, 6.115, 56.666, 56.995, -9.28571, 2.21441e-07, 1.77546e-07, -1.32339e-07, -53.3, 71.8822, 13.9117, 408.278, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
3, 6.115, 56.666, 56.995, -8.57143, 3.1211e-07, 2.18382e-07, -2.22984e-07, -44.4025, 62.6382, 15.9647, 564.491, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
4, 6.115, 56.666, 56.995, -7.85714, 4.83368e-07, 3.26199e-07, -3.56706e-07, -42.4422, 56.4231, 17.7232, 854.214, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
5, 6.115, 56.666, 56.995, -7.14286, 7.94e-07, 5.14139e-07, -6.05059e-07, -40.3557, 50.3687, 19.8536, 1383.67, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
6, 6.115, 56.666, 56.995, -6.42857, 1.47422e-06, 9.30322e-07, -1.1436e-06, -39.1285, 45.0156, 22.2145, 2537.94, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
7, 6.115, 56.666, 56.995, -5.71429, 2.16617e-06, 1.19413e-06, -1.8073e-06, -33.4536, 43.818, 22.8217, 3744.59, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
8, 6.115, 56.666, 56.995, -5, 3.03193e-06, 1.91025e-06, -2.35447e-06, -39.0534, 38.7299, 25.8198, 5174.54, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
9, 6.115, 56.666, 56.995, -4.28571, 4.71368e-06, 2.93466e-06, -3.6887e-06, -38.5051, 35.8917, 27.8616, 8149.02, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
10, 6.115, 56.666, 56.995, -3.57143, 7.72614e-06, 4.81826e-06, -6.03967e-06, -38.5818, 32.1126, 31.1404, 13439.2, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
11, 6.115, 56.666, 56.995, -2.85714, 1.38366e-05, 9.11016e-06, -1.04142e-05, -41.1788, 28.6639, 34.887, 24429.9, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
12, 6.115, 56.666, 56.995, -2.14286, 2.64248e-05, 1.90442e-05, -1.83191e-05, -46.1118, 23.5269, 42.5046, 47700.3, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
13, 6.115, 56.666, 56.995, -1.42857, 5.39149e-05, 4.64902e-05, -2.73034e-05, -59.5746, 18.0069, 55.5342, 110473, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
14, 6.115, 56.666, 56.995, -0.714286, 0.000123345, 0.000117437, -3.77163e-05, -72.195, 13.2324, 75.5723, 281239, 46.54912461, 40.29346996, 0, 2021.07.23 11:36:45:129
1, 6.432, 62.493, 62.823, -10, 1.60427e-07, 1.37304e-07, -8.29725e-08, -58.8555, 80.45, 12.4301, 308.502, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
2, 6.432, 62.493, 62.823, -9.28571, 2.12547e-07, 1.7162e-07, -1.25391e-07, -53.8471, 69.0063, 14.4914, 392.229, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
3, 6.432, 62.493, 62.823, -8.57143, 3.06439e-07, 2.13822e-07, -2.19511e-07, -44.2478, 61.5051, 16.2588, 554.153, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
4, 6.432, 62.493, 62.823, -7.85714, 4.76151e-07, 3.17821e-07, -3.54556e-07, -41.8728, 55.5852, 17.9904, 840.773, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
5, 6.432, 62.493, 62.823, -7.14286, 8.05123e-07, 5.15079e-07, -6.18802e-07, -39.7734, 51.0697, 19.5811, 1403.25, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
6, 6.432, 62.493, 62.823, -6.42857, 1.48205e-06, 9.35859e-07, -1.14919e-06, -39.1581, 45.2528, 22.0981, 2552.73, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
7, 6.432, 62.493, 62.823, -5.71429, 2.15047e-06, 1.17597e-06, -1.80045e-06, -33.1507, 43.5035, 22.9866, 3716.49, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
8, 6.432, 62.493, 62.823, -5, 3.03582e-06, 1.87248e-06, -2.38956e-06, -38.0825, 38.7791, 25.7871, 5185.78, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
9, 6.432, 62.493, 62.823, -4.28571, 4.70767e-06, 2.85638e-06, -3.7421e-06, -37.3548, 35.8466, 27.8966, 8132.45, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
10, 6.432, 62.493, 62.823, -3.57143, 7.83629e-06, 4.87956e-06, -6.13167e-06, -38.5126, 32.5631, 30.7096, 13634.8, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
11, 6.432, 62.493, 62.823, -2.85714, 1.37358e-05, 8.98698e-06, -1.03878e-05, -40.8646, 28.4594, 35.1378, 24253.3, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
12, 6.432, 62.493, 62.823, -2.14286, 2.63565e-05, 1.89864e-05, -1.82807e-05, -46.0848, 23.4676, 42.6119, 47561, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
13, 6.432, 62.493, 62.823, -1.42857, 5.26305e-05, 4.58466e-05, -2.58469e-05, -60.5871, 17.592, 56.8441, 107765, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
14, 6.432, 62.493, 62.823, -0.714286, 0.000125113, 0.000121668, -2.91574e-05, -76.5233, 13.4123, 74.5584, 285507, 46.54917701, 40.29347411, 0, 2021.07.23 11:36:46:868
1, 6.564, 68.194, 68.509, -10, 1.50748e-07, 1.26078e-07, -8.2639e-08, -56.7568, 75.6132, 13.2252, 289.732, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
2, 6.564, 68.194, 68.509, -9.28571, 2.12411e-07, 1.72836e-07, -1.23476e-07, -54.4576, 68.9624, 14.5006, 391.856, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
3, 6.564, 68.194, 68.509, -8.57143, 3.14303e-07, 2.24196e-07, -2.20278e-07, -45.505, 63.0763, 15.8538, 568.646, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
4, 6.564, 68.194, 68.509, -7.85714, 4.7846e-07, 3.27759e-07, -3.48565e-07, -43.238, 55.8532, 17.9041, 845.126, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
5, 6.564, 68.194, 68.509, -7.14286, 7.97956e-07, 4.98259e-07, -6.23275e-07, -38.6396, 50.6181, 19.7558, 1390.82, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
6, 6.564, 68.194, 68.509, -6.42857, 1.49106e-06, 9.20605e-07, -1.17293e-06, -38.1276, 45.5257, 21.9656, 2567.57, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
7, 6.564, 68.194, 68.509, -5.71429, 2.20352e-06, 1.16286e-06, -1.8717e-06, -31.8522, 44.5661, 22.4386, 3808.93, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
8, 6.564, 68.194, 68.509, -5, 3.11059e-06, 1.89502e-06, -2.46672e-06, -37.5327, 39.7235, 25.174, 5315.25, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
9, 6.564, 68.194, 68.509, -4.28571, 4.81697e-06, 2.92269e-06, -3.82899e-06, -37.3547, 36.6677, 27.272, 8324.47, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
10, 6.564, 68.194, 68.509, -3.57143, 7.94415e-06, 4.82365e-06, -6.31205e-06, -37.387, 33.004, 30.2993, 13815.4, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
11, 6.564, 68.194, 68.509, -2.85714, 1.38691e-05, 8.98813e-06, -1.05625e-05, -40.3961, 28.73, 34.8069, 24498.9, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
12, 6.564, 68.194, 68.509, -2.14286, 2.60797e-05, 1.90351e-05, -1.78274e-05, -46.8766, 23.2273, 43.0527, 47106.5, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
13, 6.564, 68.194, 68.509, -1.42857, 5.18359e-05, 4.59686e-05, -2.39551e-05, -62.4751, 17.3349, 57.6871, 106174, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
14, 6.564, 68.194, 68.509, -0.714286, 0.000123559, 0.000120562, -2.70507e-05, -77.3538, 13.2542, 75.4481, 281661, 46.54922828, 40.29347583, 0, 2021.07.23 11:36:48:618
1, 6.722, 72.903, 73.212, -10, 1.52919e-07, 1.29983e-07, -8.05518e-08, -58.2131, 76.6984, 13.0381, 294.244, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
2, 6.722, 72.903, 73.212, -9.28571, 2.10333e-07, 1.71147e-07, -1.22265e-07, -54.4586, 68.2902, 14.6434, 388.274, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
3, 6.722, 72.903, 73.212, -8.57143, 2.96971e-07, 2.12303e-07, -2.07651e-07, -45.6346, 59.613, 16.7749, 537.157, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
4, 6.722, 72.903, 73.212, -7.85714, 4.61377e-07, 3.09035e-07, -3.42587e-07, -42.0525, 53.8691, 18.5635, 814.915, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
5, 6.722, 72.903, 73.212, -7.14286, 7.66434e-07, 4.89548e-07, -5.89715e-07, -39.6975, 48.6309, 20.5631, 1336.17, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
6, 6.722, 72.903, 73.212, -6.42857, 1.43771e-06, 9.25963e-07, -1.09981e-06, -40.0949, 43.9096, 22.774, 2474.99, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
7, 6.722, 72.903, 73.212, -5.71429, 2.11955e-06, 1.14708e-06, -1.78233e-06, -32.7647, 42.8841, 23.3187, 3663.69, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
8, 6.722, 72.903, 73.212, -5, 2.99411e-06, 1.87885e-06, -2.33122e-06, -38.8671, 38.252, 26.1424, 5114.87, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
9, 6.722, 72.903, 73.212, -4.28571, 4.69691e-06, 2.88206e-06, -3.70873e-06, -37.8508, 35.7657, 27.9597, 8116.86, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
10, 6.722, 72.903, 73.212, -3.57143, 7.73976e-06, 4.74226e-06, -6.11677e-06, -37.786, 32.1683, 31.0865, 13470, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
11, 6.722, 72.903, 73.212, -2.85714, 1.3668e-05, 8.81948e-06, -1.04417e-05, -40.1857, 28.3215, 35.3088, 24140.4, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
12, 6.722, 72.903, 73.212, -2.14286, 2.62554e-05, 1.86621e-05, -1.84682e-05, -45.2991, 23.3799, 42.7718, 47425.6, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
13, 6.722, 72.903, 73.212, -1.42857, 5.23742e-05, 4.47606e-05, -2.71946e-05, -58.7189, 17.5091, 57.1132, 107394, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
14, 6.722, 72.903, 73.212, -0.714286, 0.000123177, 0.000116467, -4.00997e-05, -71.0014, 13.2152, 75.6702, 280967, 46.54927063, 40.29347790, 0, 2021.07.23 11:36:50:368
1, 6.245, 77.466, 77.717, -10, 1.56654e-07, 1.34122e-07, -8.0944e-08, -58.8885, 78.5652, 12.7283, 301.295, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
2, 6.245, 77.466, 77.717, -9.28571, 2.23695e-07, 1.84696e-07, -1.26201e-07, -55.6555, 72.6107, 13.7721, 412.538, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
3, 6.245, 77.466, 77.717, -8.57143, 3.06447e-07, 2.13829e-07, -2.19516e-07, -44.2481, 61.5068, 16.2584, 554.179, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
4, 6.245, 77.466, 77.717, -7.85714, 4.70846e-07, 3.24509e-07, -3.4116e-07, -43.5672, 54.9691, 18.1921, 831.771, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
5, 6.245, 77.466, 77.717, -7.14286, 7.83492e-07, 5.13614e-07, -5.91658e-07, -40.961, 49.7064, 20.1182, 1365.86, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
6, 6.245, 77.466, 77.717, -6.42857, 1.43323e-06, 9.01588e-07, -1.11413e-06, -38.9807, 43.7741, 22.8445, 2467.41, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
7, 6.245, 77.466, 77.717, -5.71429, 2.09957e-06, 1.14735e-06, -1.75834e-06, -33.1252, 42.4837, 23.5385, 3628.63, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
8, 6.245, 77.466, 77.717, -5, 2.91049e-06, 1.79356e-06, -2.29218e-06, -38.0421, 37.195, 26.8853, 4971.02, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
9, 6.245, 77.466, 77.717, -4.28571, 4.54925e-06, 2.80342e-06, -3.58281e-06, -38.0419, 34.6556, 28.8554, 7860.62, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
10, 6.245, 77.466, 77.717, -3.57143, 7.54606e-06, 4.67814e-06, -5.92098e-06, -38.3121, 31.3757, 31.8718, 13130.7, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
11, 6.245, 77.466, 77.717, -2.85714, 1.31833e-05, 8.56668e-06, -1.00206e-05, -40.5274, 27.3366, 36.581, 23276.5, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
12, 6.245, 77.466, 77.717, -2.14286, 2.50736e-05, 1.82028e-05, -1.72437e-05, -46.5499, 22.3529, 44.7368, 45282.9, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
13, 6.245, 77.466, 77.717, -1.42857, 5.05174e-05, 4.39821e-05, -2.48512e-05, -60.5322, 16.9079, 59.144, 103466, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
14, 6.245, 77.466, 77.717, -0.714286, 0.000122084, 0.000116398, -3.68216e-05, -72.4457, 13.1038, 76.3139, 278340, 46.54931167, 40.29347167, 0, 2021.07.23 11:36:52:118
1, 6.500, 82.980, 83.235, -10, 1.54773e-07, 1.31544e-07, -8.15533e-08, -58.2023, 77.625, 12.8824, 297.747, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
2, 6.500, 82.980, 83.235, -9.28571, 2.14534e-07, 1.75881e-07, -1.22845e-07, -55.0675, 69.649, 14.3577, 395.594, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
3, 6.500, 82.980, 83.235, -8.57143, 2.91418e-07, 2.07858e-07, -2.04253e-07, -45.5012, 58.503, 17.0931, 527.204, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
4, 6.500, 82.980, 83.235, -7.85714, 4.48035e-07, 3.14705e-07, -3.18899e-07, -44.6207, 52.3191, 19.1135, 791.66, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
5, 6.500, 82.980, 83.235, -7.14286, 7.5331e-07, 4.98169e-07, -5.65069e-07, -41.3997, 47.8032, 20.9191, 1313.01, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
6, 6.500, 82.980, 83.235, -6.42857, 1.38147e-06, 9.02313e-07, -1.04608e-06, -40.7799, 42.2054, 23.6937, 2378.09, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
7, 6.500, 82.980, 83.235, -5.71429, 2.01858e-06, 1.12605e-06, -1.67531e-06, -33.9068, 40.8599, 24.4738, 3489.59, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
8, 6.500, 82.980, 83.235, -5, 2.7861e-06, 1.77217e-06, -2.14982e-06, -39.5, 35.6214, 28.073, 4759.46, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
9, 6.500, 82.980, 83.235, -4.28571, 4.37925e-06, 2.76394e-06, -3.39683e-06, -39.1347, 33.3764, 29.9613, 7569.01, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
10, 6.500, 82.980, 83.235, -3.57143, 7.3326e-06, 4.56133e-06, -5.74119e-06, -38.4669, 30.5016, 32.7852, 12760.6, 46.54936126, 40.29347500, 0, 2021.07.23 11:36:53:867
